ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,momrule,poploc,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,nsibs,relateg,age,sex,raceg,marst,school,educrec,schltype,occscore,sei,inctot,incwage,incfarm,incss,poverty,migrat5g,movedin,binaryClass
Rented,999999.0,575.0,25000.0,1,0,0,1,0,0,0,0,0,0,4,0,0,1,1,Sibling,52.0,Female,White,Married_spouse_absent,No_not_in_school,Grade_11,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,195.0,Same_house,0,P
Owned_or_being_bought_(loan),187500.0,0.0,73600.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,21.0,Male,Black_Negro,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,50.0,79.0,9600.0,9600.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,575.0,22354.0,1,1,1,1,0,0,0,0,1,1,4,2,1,1,0,Spouse,29.0,Female,White,Married_spouse_present,No_not_in_school,Grade_11,Not_enrolled,20.0,9.0,8400.0,8400.0,0,0.0,178.0,Moved_place_not_reported,0,P
Rented,999999.0,875.0,37000.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,25.0,Female,Black_Negro,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,16500.0,16500.0,0,0.0,446.0,Same_house,0,P
Owned_or_being_bought_(loan),187500.0,0.0,50000.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,52.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,1000.0,61000.0,1,1,1,1,0,0,0,0,2,1,5,3,0,1,0,Head_Householder,42.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,61000.0,60000.0,0,0.0,412.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),275000.0,0.0,40000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,40.0,Female,Other_Asian_or_Pacific,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,19.0,46.0,40000.0,40000.0,0,0.0,501.0,Same_house,2,P
Rented,999999.0,675.0,10569.0,1,0,1,0,1,1,0,0,0,0,3,0,0,1,1,Child,17.0,Male,White,Never_married_single,Yes_in_school,Grade_11,Public_school,0.0,0.0,1680.0,0.0,0,0.0,106.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),187500.0,0.0,71000.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,18.0,Female,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,23.0,45.0,7000.0,7000.0,0,0.0,468.0,Same_house,0,P
Rented,999999.0,487.0,25000.0,1,1,1,1,0,0,0,0,1,1,4,2,2,1,0,Spouse,22.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,22.0,18.0,0.0,0.0,0,0.0,199.0,Moved_place_not_reported,0,P
Rented,999999.0,437.0,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,47.0,Female,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,23.0,18.0,20000.0,20000.0,0,0.0,310.0,Same_house,6,P
Owned_or_being_bought_(loan),350000.0,0.0,126617.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,8.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,675.0,8840.0,5,1,1,1,4,7,5,3,0,0,5,0,0,3,2,Other_non-relatives,23.0,Male,White,Never_married_single,No_not_in_school,Grade_9,Not_enrolled,22.0,18.0,9000.0,9000.0,0,0.0,98.0,Moved_place_not_reported,0,N
Rented,999999.0,875.0,50000.0,1,1,2,1,0,0,0,0,1,1,7,3,1,1,1,Spouse,31.0,Female,White,Married_spouse_present,No_not_in_school,Grade_11,Not_enrolled,14.0,26.0,3000.0,0.0,0,0.0,260.0,Moved_place_not_reported,0,N
Owned_or_being_bought_(loan),225000.0,0.0,60200.0,1,1,1,1,0,0,0,0,2,2,3,1,0,1,0,Head_Householder,46.0,Female,White,Married_spouse_present,Yes_in_school,1_to_3_years_of_college,Public_school,26.0,72.0,8200.0,8200.0,0,0.0,501.0,Same_house,7,P
Owned_or_being_bought_(loan),225000.0,0.0,27977.0,1,1,1,1,0,0,0,0,1,1,5,3,1,1,0,Spouse,38.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,25.0,44.0,12643.0,12643.0,0,0.0,189.0,Same_house,0,P
Rented,999999.0,875.0,31445.0,1,1,1,1,0,0,0,0,1,1,6,4,0,1,0,Spouse,41.0,Female,White,Married_spouse_present,No_not_in_school,Grade_11,Not_enrolled,20.0,8.0,7212.0,7212.0,0,0.0,184.0,Moved_place_not_reported,0,N
Rented,999999.0,1000.0,2000.0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,22.0,Male,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,1_to_3_years_of_college,Public_school,35.0,49.0,2000.0,2000.0,0,0.0,31.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),400000.0,0.0,127000.0,2,1,1,1,1,1,2,1,0,0,4,0,0,1,1,Child,12.0,Male,White,Never_married_single,Yes_in_school,Grade_5-8,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),5000.0,0.0,32000.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,29.0,Male,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,37.0,49.0,32000.0,32000.0,0,0.0,496.0,Moved_place_not_reported,2,P
Rented,999999.0,512.0,30500.0,1,0,0,1,0,0,1,1,0,0,5,0,0,1,3,Child,25.0,Female,White,Never_married_single,No_not_in_school,Grade_9,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,198.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,150458.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,53.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,26.0,72.0,48842.0,36686.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),52500.0,0.0,89600.0,1,1,1,1,0,0,0,0,1,1,5,3,0,1,0,Spouse,41.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,41.0,68.0,18000.0,18000.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,387.0,16469.0,1,0,1,0,0,0,0,0,0,0,5,2,1,1,1,Head_Householder,42.0,Female,White,Married_spouse_absent,No_not_in_school,Grade_12,Not_enrolled,25.0,44.0,16469.0,1280.0,0,0.0,109.0,Same_house,5,N
Rented,999999.0,625.0,100000.0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,2,Sibling,31.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,38.0,68.0,35000.0,35000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,675.0,8412.0,2,0,1,0,0,0,0,0,0,0,2,1,1,1,0,Head_Householder,29.0,Female,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,0.0,0.0,8412.0,0.0,0,5232.0,98.0,Same_house,2,P
Owned_or_being_bought_(loan),187500.0,0.0,52723.0,1,0,2,0,1,1,0,0,0,0,5,0,0,1,2,Child,13.0,Male,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,337.0,Same_house,0,P
Rented,999999.0,362.0,16000.0,1,1,1,1,0,0,0,0,1,1,7,5,2,1,0,Spouse,41.0,Female,White,Married_spouse_present,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,86.0,Same_house,0,P
Rented,999999.0,462.0,16000.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,20.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,20.0,8.0,6000.0,6000.0,0,0.0,93.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,110691.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,0,Child,32.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,20.0,8.0,0.0,0.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,462.0,19644.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,28.0,Female,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,27.0,39.0,19644.0,19644.0,0,0.0,305.0,Moved_place_not_reported,2,P
Rented,999999.0,875.0,48400.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,35.0,Male,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,11.0,18.0,48400.0,48000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),162500.0,0.0,33858.0,1,1,2,1,0,0,0,0,2,1,5,2,1,1,0,Head_Householder,49.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,23.0,18.0,33858.0,32794.0,0,0.0,229.0,Same_house,6,P
Rented,999999.0,575.0,11376.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,50.0,Female,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,5688.0,0.0,0,0.0,114.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,42700.0,6,0,0,0,0,0,0,0,0,0,1,0,0,3,0,Partner_friend_visitor,21.0,Male,White,Never_married_single,No_not_in_school,Grade_11,Not_enrolled,23.0,16.0,10000.0,10000.0,0,0.0,155.0,Moved_place_not_reported,0,P
Rented,999999.0,412.0,0.0,2,0,1,0,0,0,0,0,0,0,2,1,1,1,0,Head_Householder,23.0,Female,White,Separated,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,1.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),275000.0,0.0,56710.0,2,1,0,0,0,0,0,0,1,1,3,0,0,1,0,Spouse,73.0,Female,White,Married_spouse_present,No_not_in_school,Grade_10,Not_enrolled,0.0,0.0,14467.0,0.0,0,1027.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),400000.0,0.0,90866.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,60.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,39.0,82.0,53558.0,53558.0,0,0.0,501.0,Same_house,6,P
Owned_or_being_bought_(loan),350000.0,0.0,65000.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,7.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,439.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,101491.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,60.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,61.0,93.0,50000.0,0.0,0,0.0,501.0,Same_house,7,P
Owned_or_being_bought_(loan),225000.0,0.0,67124.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,Sibling,36.0,Male,White,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,28.0,22.0,15124.0,15000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,60683.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,69.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,97400.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,61.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,22.0,61.0,27400.0,25000.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,875.0,20000.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,32.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,35.0,66.0,20000.0,20000.0,0,0.0,310.0,Moved_place_not_reported,1,P
Rented,999999.0,487.0,80950.0,1,2,2,2,0,0,0,0,1,1,6,2,2,1,0,Spouse,23.0,Female,White,Married_spouse_present,Yes_in_school,Grade_12,Public_school,23.0,18.0,5000.0,5000.0,0,0.0,464.0,Moved_place_not_reported,0,P
Rented,999999.0,725.0,69228.0,1,2,1,1,0,0,0,0,7,1,11,0,0,1,0,Sibling-in-Law,47.0,Male,Chinese,Married_spouse_present,Yes_in_school,Grade_12,Public_school,0.0,0.0,15189.0,0.0,0,0.0,269.0,Moved_place_not_reported,0,P
Rented,999999.0,1000.0,130000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,66.0,Male,White,Married_spouse_absent,No_not_in_school,4+_years_of_college,Not_enrolled,37.0,78.0,130000.0,130000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),137500.0,0.0,24000.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,46.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,29.0,27.0,24000.0,24000.0,0,0.0,240.0,Same_house,6,P
Owned_or_being_bought_(loan),350000.0,0.0,175903.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,30.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,133603.0,75000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,625.0,58000.0,1,1,1,1,2,1,1,1,0,0,8,0,0,1,1,Child,6.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,261.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,318309.0,2,1,1,0,0,0,0,0,0,0,2,1,0,2,0,Other_non-relatives,31.0,Female,White,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,6.0,7.0,8000.0,8000.0,0,0.0,94.0,Moved_place_not_reported,0,N
Rented,999999.0,875.0,18200.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,81.0,Male,White,Married_spouse_present,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,12000.0,0.0,0,12000.0,243.0,Same_house,5,P
Rented,999999.0,512.0,23100.0,1,1,1,1,2,1,1,1,0,0,6,0,0,1,3,Child,11.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,132.0,Same_house,0,P
Owned_or_being_bought_(loan),350000.0,0.0,62900.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,56.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,31.0,40.0,37900.0,0.0,0,0.0,501.0,Same_house,6,P
Owned_or_being_bought_(loan),225000.0,0.0,83034.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,51.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,23.0,18.0,24352.0,24383.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,875.0,0.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,14.0,Male,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,1.0,Same_house,0,P
Rented,999999.0,675.0,9888.0,1,1,1,1,0,0,0,0,1,1,4,2,0,1,0,Spouse,35.0,Female,White,Married_spouse_present,Yes_in_school,Grade_10,Public_school,0.0,0.0,9888.0,0.0,0,0.0,79.0,Moved_place_not_reported,0,P
Rented,999999.0,162.0,7800.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,69.0,Female,White,Widowed,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,7800.0,0.0,0,5304.0,131.0,Same_house,5,P
Owned_or_being_bought_(loan),162500.0,0.0,26050.0,1,1,2,1,2,1,1,1,0,0,4,0,0,1,0,Child,19.0,Female,White,Never_married_single,Yes_in_school,1_to_3_years_of_college,Public_school,24.0,47.0,250.0,250.0,0,0.0,204.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),137500.0,0.0,27200.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,14.0,Male,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,184.0,Same_house,0,P
Rented,999999.0,1000.0,3700.0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,22.0,Male,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,35.0,68.0,3700.0,3700.0,0,0.0,57.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),400000.0,0.0,108000.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,13.0,Male,White,Never_married_single,Yes_in_school,Grade_5-8,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,537.0,33903.0,1,1,1,1,0,0,0,0,2,1,4,2,1,1,0,Head_Householder,32.0,Male,Black_Negro,Married_spouse_present,Yes_in_school,4+_years_of_college,Public_school,30.0,44.0,18900.0,18900.0,0,0.0,270.0,Same_house,2,P
Rented,999999.0,625.0,25000.0,5,0,0,0,0,0,0,0,0,0,1,0,0,4,0,Partner_friend_visitor,26.0,Female,White,Divorced,No_not_in_school,Grade_11,Not_enrolled,14.0,26.0,0.0,0.0,0,0.0,1.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,326031.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,16.0,Female,White,Never_married_single,Yes_in_school,Grade_10,Public_school,0.0,0.0,0.0,0.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),400000.0,0.0,100000.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,44.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,31.0,65.0,0.0,0.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,127515.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,8.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Same_house,0,P
Rented,999999.0,312.0,52000.0,1,1,1,1,2,1,1,1,0,0,7,0,0,1,4,Child,14.0,Female,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,Grade_9,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,280.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,60500.0,1,1,0,0,0,0,0,0,1,1,3,0,0,1,0,Spouse,32.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,29.0,48.0,22000.0,22000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,124315.0,1,1,1,1,0,0,0,0,2,1,4,2,1,1,0,Head_Householder,34.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,79.0,92.0,124315.0,0.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,512.0,32600.0,1,1,1,0,0,0,0,0,0,0,6,2,0,1,0,Parent-in-Law,64.0,Female,White,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,7600.0,0.0,0,7600.0,183.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),162500.0,0.0,52800.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,36.0,Male,Black_Negro,Married_spouse_present,Yes_in_school,1_to_3_years_of_college,Public_school,38.0,49.0,46000.0,46000.0,0,0.0,420.0,Same_house,6,P
Rented,999999.0,262.0,20000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,26.0,Male,Black_Negro,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,32.0,44.0,20000.0,20000.0,0,0.0,310.0,Moved_place_not_reported,5,P
Owned_or_being_bought_(loan),400000.0,0.0,49000.0,2,0,1,0,0,0,0,0,0,0,3,1,0,1,1,Head_Householder,36.0,Female,White,Widowed,No_not_in_school,1_to_3_years_of_college,Not_enrolled,22.0,32.0,49000.0,47000.0,0,0.0,491.0,Moved_place_not_reported,2,P
Rented,999999.0,875.0,38000.0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,Partner_friend_visitor,27.0,Male,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,20.0,8.0,15600.0,15600.0,0,0.0,242.0,Moved_place_not_reported,0,N
Rented,999999.0,875.0,32500.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,45.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,14.0,14.0,20000.0,0.0,20000,0.0,250.0,Same_house,6,P
Owned_or_being_bought_(loan),275000.0,0.0,65624.0,1,1,1,1,2,1,1,1,0,0,6,0,0,1,3,Child,22.0,Female,Chinese,Never_married_single,Yes_in_school,1_to_3_years_of_college,Public_school,41.0,68.0,14450.0,14400.0,0,0.0,370.0,Moved_place_not_reported,0,P
Rented,999999.0,437.0,12437.0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,Child,7.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,146.0,Same_house,0,P
Rented,999999.0,487.0,28103.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,9.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,223.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,75300.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,54.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,37.0,78.0,0.0,0.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),275000.0,0.0,56000.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,17.0,Female,White,Never_married_single,Yes_in_school,Grade_11,Private_school_(19601990),20.0,8.0,0.0,0.0,0,0.0,369.0,Same_house,0,N
Owned_or_being_bought_(loan),187500.0,0.0,71000.0,1,1,2,1,0,0,0,0,1,1,7,4,0,1,0,Spouse,54.0,Female,White,Married_spouse_present,No_not_in_school,Grade_11,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,353.0,Same_house,0,P
Owned_or_being_bought_(loan),22500.0,0.0,16000.0,1,1,2,1,0,0,0,0,0,0,6,1,0,1,0,Parent,66.0,Female,Chinese,Widowed,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,94.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),275000.0,0.0,44220.0,1,1,1,1,0,0,0,0,1,1,3,1,1,1,0,Spouse,34.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,25.0,44.0,34000.0,34000.0,0,0.0,443.0,Moved_place_not_reported,0,P
Rented,999999.0,725.0,19211.0,1,1,1,1,2,1,1,1,0,0,7,0,0,1,3,Child,15.0,Male,White,Never_married_single,Yes_in_school,Grade_9,Public_school,0.0,0.0,0.0,999999.0,999999,0.0,104.0,Moved_place_not_reported,0,P
Rented,999999.0,512.0,13560.0,3,0,2,0,1,1,0,0,0,0,4,0,0,1,2,Child,10.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,107.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),62500.0,0.0,60137.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,47.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,41.0,68.0,32000.0,32000.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),400000.0,0.0,88241.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,47.0,Female,White,Married_spouse_present,No_not_in_school,Grade_1-4,Not_enrolled,23.0,18.0,9600.0,0.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,462.0,11000.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,11.0,Female,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,74.0,Same_house,0,P
Owned_or_being_bought_(loan),275000.0,0.0,55440.0,1,1,1,1,0,0,0,0,1,1,4,2,0,1,0,Spouse,36.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,24.0,47.0,25440.0,24000.0,0,1440.0,441.0,Same_house,0,P
Rented,999999.0,875.0,43500.0,1,1,1,1,0,0,0,0,2,1,6,4,0,1,0,Head_Householder,60.0,Male,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,41.0,68.0,10000.0,0.0,0,0.0,245.0,Moved_place_not_reported,2,P
Rented,999999.0,725.0,41682.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,85.0,Male,White,Married_spouse_present,No_not_in_school,Grade_5-8,Not_enrolled,24.0,47.0,36990.0,0.0,0,23090.0,501.0,Same_house,5,P
Rented,999999.0,1000.0,7500.0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,20.0,Male,White,Never_married_single,Yes_in_school,1_to_3_years_of_college,Private_school_(19601990),24.0,44.0,7500.0,7500.0,0,0.0,116.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),225000.0,0.0,55300.0,1,1,1,1,0,0,0,0,1,1,4,2,0,1,0,Spouse,72.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,432.0,Same_house,0,P
Rented,999999.0,537.0,57890.0,1,1,1,1,0,0,0,0,0,0,8,0,0,1,3,Sibling-in-Law,24.0,Male,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,23.0,18.0,10000.0,10000.0,0,0.0,260.0,Same_house,0,P
Rented,999999.0,575.0,31575.0,3,0,0,1,0,0,0,0,0,0,8,0,0,1,0,Other_relatives,21.0,Male,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,23.0,18.0,2275.0,2275.0,0,0.0,142.0,Moved_place_not_reported,0,N
Rented,999999.0,462.0,24000.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,28.0,Female,White,Married_spouse_present,Yes_in_school,4+_years_of_college,Public_school,26.0,72.0,3000.0,3000.0,0,0.0,240.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),162500.0,0.0,6744.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,82.0,Male,White,Widowed,No_not_in_school,Grade_10,Not_enrolled,0.0,0.0,6744.0,0.0,0,6744.0,113.0,Same_house,8,P
